matrix,row-variability:variance,diagonal-average:variance,upband:iprs,nnzlow:iprs,lambda-min-by-magnitude-re:lapack,avgdistfromdiag:iprs,avgnnzprow:iprs,lambda-max-by-im-part-im:spectrum,normF:simple,lambda-max-by-real-part-im:spectrum,sigma-min:spectrum,ellipse-cx:spectrum,lee96-lbound:normal,n-struct-unsymm:structure,lee96-ubound:normal,lambda-max-by-im-part-re:spectrum,ruhe75-bound:normal,departure:lapack,ellipse-cy:spectrum,relsymm:iprs,lambda-max-by-magnitude-im:spectrum,n-colours:jpl,commutator-normF:normal,col-variability:variance,symmetry-anorm:simple,diag-zerostart:structure,symmetry:structure,lambda-max-by-im-part-re:lapack,positive-fraction:spectrum,nnz:iprs,diagonal-dominance:simple,lambda-max-by-real-part-re:lapack,dummy-rows-kind:structure,max-nnzeros-per-row:structure,ellipse-ax:spectrum,lambda-min-by-magnitude-re:spectrum,symmetry-fanorm:simple,nnzeros:structure,loband:iprs,diagonal-sign:variance,min-nnzeros-per-row:structure,lambda-max-by-real-part-re:spectrum,trace-asquared:normal,nnzup:iprs,n-dummy-rows:structure,nrows:structure,symmetry-fsnorm:simple,diag-definite:structure,avg-diag-dist:iprs,lambda-max-by-im-part-im:lapack,diagonal-variance:variance,symmetry-snorm:simple,n-ritz-values:spectrum,lambda-max-by-magnitude-re:spectrum,lee95-bound:normal,normInf:simple,lambda-max-by-magnitude-re:lapack,sigma-max:spectrum,n-nonzero-diags:iprs,trace-abs:simple,norm1:simple,lambda-min-by-magnitude-im:lapack,left-bandwidth:structure,blocksize:structure,ellipse-ay:spectrum,lambda-max-by-magnitude-im:lapack,sigma-diag-dist:iprs,kappa:spectrum,lambda-max-by-real-part-im:lapack,trace:simple,nnzdia:iprs,lambda-min-by-magnitude-im:spectrum,right-bandwidth:structure
wang1, 6.438518, 0.2091018, 224, 8095, 0.08719869, 6, 6, nan, 18.19258, nan, 1.977361, 2.069274, nan, nan, nan, nan, 1.97689, 3.950823, nan, nan, nan, 6, nan, 6.438518, nan, 2903, nan, 4.138078, 1.0, 19093, -1.11628, 4.138078, nan, 7, 2.068804, 0.0004707194, nan, 19093, 224, 2, 4, 4.138078, nan, 8095, nan, 2903, nan, 1, 121.0667, nan, 0.1858956, nan, 40, 4.138078, nan, 4.778741, 4.138078, 4.138078, 15, 607.0224, 4.778741, nan, 224, 2704, nan, nan, 40416.07, 8790.966, nan, 607.0224, 2903, nan, 224
adder_dcop_38, 98.94544, 0.002554227, 1801, 3764, 0.002308828, 6, 6, nan, 4.25881, nan, 0.0186912, 0.0900083, nan, nan, nan, 6.91323e-310, 0.005290579, 0.002780927, nan, nan, nan, 7, nan, 98.94544, nan, 1813, nan, 1.180017, 0.6144578, 11258, -1.000307, 1.180017, nan, 1310, 1.090008, 0.01340062, nan, 11258, 1763, 1, 2, 1.180017, nan, 5681, nan, 1813, nan, nan, 793.8216, nan, 0.008110431, nan, 83, 1.180017, nan, 1.664369, 1.180017, 1.180017, 3127, 4.630814, 1.664105, nan, 1763, 76, nan, nan, 1328154.0, 88.05684, nan, 4.630814, 1813, nan, 1801
adder_dcop_39, 98.94544, 0.002550565, 1801, 3764, 0.002308828, 6, 6, nan, 4.258784, nan, 0.01869093, 0.08994301, nan, nan, nan, 6.918873e-310, 0.00631422, 0.001987599, nan, nan, nan, 7, nan, 98.94544, nan, 1813, nan, 1.179886, 0.6, 11258, -1.000085, 1.179886, nan, 1310, 1.089943, 0.01237671, nan, 11258, 1763, 1, 2, 1.179886, nan, 5681, nan, 1813, nan, nan, 793.8216, nan, 0.008104921, nan, 80, 1.179886, nan, 1.663698, 1.179886, 1.179886, 3127, 4.624175, 1.663667, nan, 1763, 76, nan, nan, 1328154.0, 95.33113, nan, 4.624175, 1813, nan, 1801
s3rmt3m3, 54.55913, 1035.961, nan, 101169, 0.0002960158, 19, 19, 1351.787, 143196.9, 135.4019, 6538.038, 3826.575, nan, nan, nan, 2334.338, 3903.565, 67120.64, nan, nan, 135.4019, 15, nan, 54.5609, nan, 5357, nan, 0.002302984, 1.0, 106526, -3768.416, 4102.463, 1, 36, 1565.33, 2261.244, nan, 106526, 5302, 2, 1, 5326.38, nan, nan, 7, 5357, nan, 1, 1903.612, nan, 1383.317, nan, 29, 5326.38, nan, 10023.24, 4.144759, 6676.351, 2369, 5549643.0, 9984.465, nan, 5302, 1, 1351.787, nan, 16915700.0, 2.046673, nan, 5549643.0, 5357, 1351.747, nan
cbuckle, 32.95132, 6350.734, nan, 331417, 61.01111, 25, 25, 15216.4, 1771318.0, 920.1121, 2791.938, 34265.12, nan, nan, nan, 28912.39, 22625.01, 866351.0, nan, nan, 920.1121, 17, nan, 32.88357, nan, 13681, nan, 4725.607, 1.0, 345098, -20421.64, 37212.01, 1, 600, 13305.15, 20959.98, nan, 345098, 13577, 2, 1, 47570.27, nan, nan, 1, 13681, nan, 1, 6721.03, nan, 11582.06, nan, 54, 47570.27, nan, 68031.17, 37212.01, 54543.31, 642, 86884390.0, 67963.69, nan, 13577, 1, 15216.4, nan, 198277900.0, 1.871946, nan, 86884390.0, 13681, 14377.09, nan
hydr1c_A_63, 29.56166, 0.03522057, 4535, 9873, -1.138412e-18, 4, 4, 100000.0, 8665913.0, nan, 1003044.0, 20.28548, nan, 19423, nan, 3.29603e-12, 2840492.0, 8664757.0, nan, 0.2167198, 100000.0, 6, nan, 28.5598, 2225732.0, 2386, nan, 451.683, 0.525, 24797, -4451461.0, 489.4915, nan, 13, 594.8245, -374.8766, 6128542.0, 24797, 5307, 1, 2, 615.11, -20000870000.0, 9616, nan, 5308, 6126910.0, nan, 2408.001, nan, 2.552099, 2225732.0, 240, 3.29603e-12, 8664759.0, 4451461.0, -1.138412e-18, 2940492.0, 7953, 186.9508, 2258658.0, nan, 5307, 2358, 100000.0, nan, 14946320.0, 177.4435, nan, 186.9508, 5308, 420.7933, 4535
hydr1c_A_62, 26.93115, 0.03522057, 4535, 9879, -1.355253e-18, 4, 4, 100000.0, 8665919.0, nan, 1003044.0, -34.05888, nan, 19435, nan, -1.918465e-13, 2840492.0, 8664763.0, nan, 0.2166149, 100000.0, 6, nan, 29.13269, 2225732.0, 2386, nan, 451.683, 0.5583333, 24809, -4451461.0, 489.4915, nan, 13, 577.9378, 543.8789, 6128546.0, 24809, 5307, 1, 2, -611.9967, -20000870000.0, 9622, nan, 5308, 6126914.0, nan, 2408.001, nan, 2.552099, 2225732.0, 240, -1.918465e-13, 8664765.0, 4451461.0, -1.355253e-18, 2940492.0, 7953, 186.9508, 2258658.0, nan, 5307, 2358, 100000.0, nan, 14946320.0, 183.8645, nan, 186.9508, 5308, nan, 4535
hydr1c_A_61, 26.60359, 2.503833e-05, 5307, 13786, 1.744785e-07, 5, 5, 39.33255, 261474.0, 1.175383, 22612.81, -0.1221171, nan, 23461, nan, -3.164727, 67709.75, 261473.6, nan, 0.18716, 1.175383, 6, nan, 28.40147, 51314.84, 2797, nan, 43.38821, 0.5, 28863, -102629.7, 43.38821, nan, 15, 42.9209, -14.68848, 184890.0, 28863, 4535, nan, 2, -43.04302, 4496.766, 9769, nan, 5308, 184890.1, nan, 2427.573, nan, 0.001547336, 51314.84, 240, -43.04302, 261474.0, 102629.7, -43.39142, 67752.81, 8311, 0.1329034, 52046.66, nan, 4535, 2780, 39.33255, nan, 12701560.0, 1.162148, nan, 0.08809462, 5308, 34.01536, 5307
hydr1c_A_60, 26.14138, 0.03453506, 4535, 9867, -3.726945e-19, 4, 4, 100000.0, 8612418.0, nan, 940167.6, -87.7072, nan, nan, nan, -1.090994e-11, 2924084.0, 8611255.0, nan, nan, 100000.0, 6, nan, 28.34875, nan, 2386, nan, 456.8738, 0.4708333, 24792, -4580781.0, 489.0976, nan, 13, 711.6222, 410.6282, nan, 24792, 5307, 1, 2, -799.3294, nan, 9617, nan, 5308, nan, nan, 2407.04, nan, 2.502161, nan, 240, -1.090994e-11, nan, 4580781.0, -3.726945e-19, 3024084.0, 7948, 183.3121, 2323054.0, nan, 5307, 2358, 100000.0, nan, 14933970.0, 204.3667, nan, 183.3121, 5308, 266.1111, 4535
hydr1c_A_67, 27.83603, 0.03492193, 4535, 9885, nan, 4, 4, 100000.0, 8655996.0, 128.1662, 1004473.0, -11.98557, nan, 19434, nan, 9.592327e-13, 2859814.0, 8654839.0, nan, 0.2166237, 100000.0, 6, nan, 27.71042, 2240681.0, 2386, nan, nan, 0.55, 24808, -4481360.0, 492.5105, nan, 13, 602.788, 514.117, 6121530.0, 24808, 5307, 1, 2, -614.7736, -20000880000.0, 9615, nan, 5308, 6119897.0, nan, 2408.001, nan, 2.530344, 2240681.0, 240, 9.592327e-13, 8654841.0, 4481360.0, nan, 2959814.0, 7953, 185.3656, 2273545.0, nan, 5307, 2358, 100000.0, nan, 14946320.0, 178.5168, nan, 185.3656, 5308, 222.4314, 4535
t2d_q9_A_08, 0.9191108, 5.385248, 100, 38612, 3.914103, 8, 8, nan, 636.7134, nan, 22.16161, 12.47496, nan, nan, nan, nan, 22.15812, 2.946363, nan, nan, nan, 8, nan, 0.9084755, nan, 9801, nan, 24.94597, 1.0, 87025, -0.005284068, 24.9464, nan, 9, 12.47147, 0.003489846, nan, 87025, 100, 2, 4, 24.94644, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 2.801852, nan, 19, 24.94644, nan, 36.66564, 24.9464, 24.94704, 9, 52780.81, 36.66171, nan, 100, 99, nan, nan, 10920.05, 7148.292, nan, 52780.81, 9801, nan, 100
hydr1c_A_65, 26.91073, 2.674915e-05, 5307, 13772, -1.684667e-07, 5, 5, 41.03671, 270952.0, nan, 23383.27, 0.1132762, nan, 23446, nan, -3.38382, 68545.3, 270951.6, nan, 0.1872573, nan, 6, nan, 28.91176, 51917.76, 2797, nan, 45.40747, 0.5, 28848, -103835.5, 45.40747, nan, 15, 44.96718, -15.24019, 191592.0, 28848, 4535, nan, 2, 45.08046, 4907.065, 9768, nan, 5308, 191592.0, nan, 2427.857, nan, 0.001659625, 51917.76, 240, 45.08046, 270952.0, 103835.5, -45.41011, 68590.38, 8312, 0.1419845, 52685.83, nan, 4535, 2780, 41.03671, nan, 12701950.0, 1.174209, nan, 0.09533216, 5308, 35.23771, 5307
hydr1c_A_64, 26.37626, 0.03522057, 4535, 9860, -5.963112e-19, 4, 4, 100000.0, 8665908.0, nan, 1003044.0, 20.28566, nan, 19410, nan, 3.637091e-12, 2840492.0, 8664751.0, nan, 0.2168334, 100000.0, 6, nan, 28.5598, 2225732.0, 2386, nan, 451.683, 0.525, 24784, -4451461.0, 489.4915, nan, 13, 594.822, -374.8745, 6128538.0, 24784, 5307, 1, 2, 615.1076, -20000870000.0, 9616, nan, 5308, 6126906.0, nan, 2408.201, nan, 2.552099, 2225732.0, 240, 3.637091e-12, 8664754.0, 4451461.0, -5.963112e-19, 2940492.0, 7952, 186.9508, 2258658.0, nan, 5307, 2358, 100000.0, nan, 14947960.0, 177.4445, nan, 186.9508, 5308, 420.7911, 4535
t2d_q9_A_05, 1.144468, 5.686379, 100, 38612, 3.913911, 8, 8, nan, 744.4499, nan, 58.74391, 34.875, nan, nan, nan, nan, 58.74042, 11.58623, nan, nan, nan, 8, nan, 1.027002, nan, 9801, nan, 69.74651, 1.0, 87025, -0.3862278, 69.74651, nan, 9, 34.87151, 0.003488489, nan, 87025, 100, 2, 4, 69.74651, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 4.263614, nan, 26, 69.74651, nan, 108.0414, 69.74651, 69.77043, 9, 55732.2, 107.8268, nan, 100, 99, nan, nan, 10920.05, 19993.33, nan, 55732.2, 9801, nan, 100
t2d_q9_A_04, 1.260433, 6.626011, 100, 38612, 3.796165, 8, 8, nan, 1151.452, nan, 138.0634, 82.0258, nan, nan, nan, nan, 138.0599, 30.26719, nan, nan, nan, 8, nan, 1.108804, nan, 9801, nan, 164.0481, 1.0, 87025, -1.043281, 164.0481, nan, 9, 82.02232, 0.00347815, nan, 87025, 100, 2, 4, 164.0481, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 8.797672, nan, 30, 164.0481, nan, 257.3911, 164.0481, 164.102, 9, 64941.54, 256.8144, nan, 100, 99, nan, nan, 10920.05, 47165.34, nan, 64941.54, 9801, nan, 100
hydr1c_A_69, 26.68838, 0.03477523, 4535, 9879, -5.963112e-19, 4, 4, 100000.0, 8648478.0, nan, 936251.7, -34.27281, nan, nan, nan, -3.637091e-12, 2854849.0, 8647319.0, nan, nan, 100000.0, 6, nan, 29.22453, nan, 2386, nan, 451.3334, 0.4916667, 24809, -4473697.0, 489.1295, nan, 13, 653.6409, -448.323, nan, 24809, 5307, 1, 2, -687.9137, nan, 9622, nan, 5308, nan, nan, 2407.734, nan, 2.519657, nan, 240, -3.637091e-12, nan, 4473697.0, -5.963112e-19, 2954849.0, 7952, 184.5869, 2269721.0, nan, 5307, 2358, 100000.0, nan, 14946190.0, 194.4439, nan, 184.5869, 5308, 251.9876, 4535
hydr1c_A_68, 26.66484, 2.726477e-05, 5307, 13790, -1.075299e-06, 5, 5, 43.61421, 271273.7, nan, 23313.35, 0.006566024, nan, nan, nan, -5.202367, 68953.38, 271273.4, nan, nan, 25.71745, 6, nan, 28.01667, nan, 2797, nan, 45.88528, 0.5, 28863, -104472.1, 45.88528, nan, 15, 45.87522, -14.87103, nan, 28863, 4535, nan, 2, 45.88178, nan, 9765, nan, 5308, nan, nan, 2427.224, nan, 0.001696645, nan, 240, -39.95007, nan, 104472.1, -45.88728, 69000.89, 8312, 0.1447214, 53002.2, nan, 4535, 2780, 43.61421, nan, 12698920.0, 1.34707, nan, 0.09809623, 5308, 31.98238, 5307
t2d_q9_A_01, 1.034632, 2.670931, 100, 38612, 0.001973288, 8, 8, nan, 280.263, nan, 4.167591, 2.180017, nan, nan, nan, nan, 4.165618, 0.03575448, nan, nan, nan, 8, nan, 1.034632, nan, 9801, nan, 0.001973288, 1.0, 87025, -8.881784e-16, 4.358062, nan, 9, 2.178044, 0.001973288, nan, 87025, 100, 2, 4, 4.358061, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 0.03599039, nan, 14, 4.358061, nan, 5.333333, 2.998552, 4.357874, 9, 26177.8, 5.333333, nan, 100, 99, nan, nan, 10920.05, 2208.527, nan, 26177.8, 9801, nan, 100
t2d_q9_A_03, 1.356471, 9.741228, 100, 38612, 3.779368, 8, 8, nan, 2529.861, nan, 345.8122, 213.5817, nan, nan, nan, nan, 345.8087, 81.15664, nan, nan, nan, 8, nan, 1.192953, nan, 9801, nan, 427.1599, 1.0, 87025, -2.830544, 427.1599, nan, 9, 213.5782, 0.003487486, nan, 87025, 100, 2, 4, 427.1599, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 22.17429, nan, 36, 427.1599, nan, 676.6892, 427.1599, 427.303, 9, 95473.78, 675.1248, nan, 100, 99, nan, nan, 10920.05, 122483.6, nan, 95473.78, 9801, nan, 100
t2d_q9_A_02, 1.427216, 19.61926, 100, 38612, 3.644575, 8, 8, nan, 6583.157, nan, 936.4306, 585.1685, nan, nan, nan, nan, 936.4265, 222.3002, nan, nan, nan, 8, nan, 1.267202, nan, 9801, nan, 1170.333, 1.0, 87025, -7.691349, 1170.333, nan, 9, 585.1644, 0.004132178, nan, 87025, 100, 2, 4, 1170.333, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 59.87614, nan, 27, 1170.333, nan, 1868.605, 1170.333, 1170.724, 9, 192288.4, 1864.36, nan, 100, 99, nan, nan, 10920.05, 283224.2, nan, 192288.4, 9801, nan, 100
s1rmq4m1, 19.59884, 86760.28, nan, 137811, 25515.12, 26, 26, 135044.7, 10531310.0, nan, 466778.5, 199629.9, 19949.71, 137811, 1.747106e+13, 273871.8, 466766.4, 4179840.0, nan, 0.03830426, nan, 17, 3.32845e+11, 19.8144, 265907.3, 5489, nan, 25515.12, 1.0, 143300, -61618.32, 262859.5, 1, 30, 199617.8, 12.08878, 2955593.0, 143300, 191, 2, 1, 399247.7, 9.343738e+13, nan, 1, 5489, 10108060.0, 1, 124.9746, nan, 97443.9, 528766.8, 72, 399247.7, 4179840.0, 528738.3, 65714.89, 475349.1, 118, 476227200.0, 528795.3, nan, 191, 1, 135044.7, nan, 64932.77, 33026.31, nan, 476227200.0, 5489, nan, nan
piston_M, 9.979721, 1.541443e-08, nan, 1685, nan, 1, 1, 3.881953e-08, 1.78968e-06, nan, 1.941021e-07, 9.354226e-08, nan, nan, nan, 1.313692e-07, 1.941021e-07, 6.301247e-07, nan, nan, nan, 5, nan, 9.979721, nan, 2006, nan, 4.134211e-10, 0.9666667, 3710, -5.461229e-10, 1.517999e-07, 1, 5, 9.354226e-08, -9.545117e-23, nan, 3710, 26, 1, 1, 1.870845e-07, nan, nan, 1540, 2025, nan, nan, 15.2, nan, 3.388251e-08, nan, 30, 1.870845e-07, nan, 2.440122e-07, 4.601595e-10, 2.140595e-07, 5, 3.121421e-05, 2.494308e-07, nan, 26, 1, 3.881953e-08, nan, 1068.72, 1.960002e+15, nan, 3.121421e-05, 2025, nan, nan
rail_20209, 8.240137, 2.220153e-05, nan, 59512, -2.230164e-05, 3, 3, 5.89104e-07, 0.00338783, nan, 4.136128e-05, -1.888431e-05, nan, nan, nan, -2.270686e-05, 3.692568e-05, 0.00117471, nan, nan, nan, 4, nan, 8.240137, nan, 20209, nan, -2.340389e-05, nan, 79721, -6.666602e-05, -4.435605e-06, 1, 5, 1.44487e-05, -4.435605e-06, nan, 79721, 20179, -2.0, 1, -3.333301e-05, nan, nan, 5205, 20209, nan, nan, 6645.678, nan, 2.596764e-06, nan, 28, -3.333301e-05, nan, 6.666602e-05, -2.340389e-05, 4.557385e-05, 9234, 0.4486707, 7.855062e-05, nan, 20179, 1, 5.89104e-07, nan, 198348800.0, 7.514873, nan, -0.4486707, 20209, nan, nan
cell1, 2.318065, 126.4371, 85, 13859, 90.27975, 4, 4, 124.1225, 13209.72, 3.686844, 396.3524, 183.3486, 9.056463, 82, 29360670.0, 179.0413, 396.3524, 4504.745, nan, 0.9976474, 3.686844, 5, 142290.9, 2.315972, 176.001, 7055, nan, 361.9173, 0.9714286, 34855, -41.6009, 361.9173, nan, 5, 183.3486, -3.664534e-05, 3831.493, 34855, 85, 2, 2, 366.6972, 145136100.0, 13941, nan, 7055, 12641.85, 1, 43.2426, nan, 33.91544, 415.002, 35, 366.6972, 5418.549, 416.002, 361.9173, 402.7006, 169, 892013.8, 416.002, nan, 85, 1, 124.1225, nan, 4335.414, 10007160.0, nan, 892013.8, 7055, nan, 85
cell2, 2.318063, 126.4361, 85, 13859, 90.9237, 4, 4, 123.4384, 13209.63, 3.604892, 382.7476, 183.2272, nan, nan, nan, 142.3302, 382.7476, 4504.23, nan, nan, 3.604892, 5, nan, 2.31597, nan, 7055, nan, 361.9145, 0.9795918, 34855, -41.6, 361.9145, nan, 5, 183.2272, -7.81691e-14, nan, 34855, 85, 2, 2, 366.4545, nan, 13941, nan, 7055, nan, 1, 43.2426, nan, 33.91544, nan, 49, 366.4545, nan, 416.0, 361.9145, 402.6822, 169, 892006.8, 416.0, nan, 85, 1, 123.4384, nan, 4335.414, 4.688198e+15, nan, 892006.8, 7055, nan, 85
cz10228, 22.86039, 409879.6, 369, 46333, 1.0, 10, 10, 6.951539e-310, 46172880.0, nan, nan, -800901.1, nan, nan, nan, nan, nan, 5657581.0, nan, nan, nan, 10, nan, 22.86051, nan, 10228, nan, 1.0, 0.125, 102876, -899061.3, 1.0, nan, 27, 1949.673, -798951.4, nan, 102876, 369, nan, 1, -802850.7, nan, 46315, 1, 10228, nan, nan, 149.8634, nan, 4201.549, nan, 8, -802850.7, nan, 899061.3, -803101.2, nan, 549, 4192249000.0, 1138142.0, nan, 369, 110, nan, nan, 54165.95, 1.004881, nan, -4192249000.0, 10228, nan, 369
cage8, 1.726839, 0.6433498, 420, 4994, 0.0957024, 10, 10, nan, 21.26015, nan, 0.995555, 0.5478447, nan, nan, nan, 4.33286381782e-317, 0.8998526, 1.928401, nan, 1.0, nan, 9, nan, 1.726839, 0.25, 1015, nan, 0.0957024, 1.0, 11003, -0.1666667, 1.0, nan, 18, 0.4521423, 0.0957024, 1.363588, 11003, 420, 2, 5, 0.999987, 448.2754, 4994, nan, 1015, 21.21638, 1, 200.611, nan, 0.1244806, 1.166667, 16, 0.999987, 1.928404, 1.333333, 0.625, 1.022023, 779, 653.0, 1.0, nan, 420, 16, nan, nan, 94511.12, 10.44892, nan, 653.0, 1015, nan, 420
utm300, 19.84833, 0.6232809, 66, 1344, -0.7728764, 10, 10, 0.5179351, 17.32051, nan, 2.027665, -0.7979707, nan, nan, nan, -0.4449172, 2.027273, 10.91191, nan, nan, nan, 10, nan, 19.84833, nan, 300, nan, -0.7728764, nan, 3155, -5.591863, -0.0004027477, 1, 33, 0.7975785, -0.0003921627, nan, 3155, 74, nan, 1, -1.595549, nan, 1511, 14, 300, nan, nan, 26.26761, nan, 0.2847113, nan, 11, -1.595549, nan, 5.591863, -1.001276, 2.349383, 71, 186.9843, 2.928194, nan, 74, 6, 0.5179351, nan, 1712.939, 4068.59, nan, -186.964, 300, nan, 66
TSOPF_RS_b39_c7, 13.59389, 1.05574, 7000, 224172, 1.17432, 17, 17, 151.2716, 2656.617, nan, 404.3473, -19.75744, nan, nan, nan, 300.4139, 231.3535, 1755.129, nan, nan, nan, 6, nan, 13.59389, nan, 14098, nan, 771.3319, 0.5409836, 252463, -1389.099, 771.3319, nan, 32, 791.0893, -110.8148, nan, 252463, 14019, nan, 3, -810.8467, nan, 14193, nan, 14098, nan, nan, 10358.63, nan, 1.293729, nan, 61, -810.8467, nan, 1389.099, -810.8467, 1026.621, 7132, 14883.83, 1389.099, nan, 14019, 43, 151.2716, nan, 434659800.0, 4.687145, nan, 13552.17, 14098, 132.8417, 7000
extr1b_A_20, 10.01098, 0.008879484, 2486, 4302, 0.0004596955, 4, 4, 469.5724, 448843.4, nan, 8374.313, 47.14774, nan, nan, nan, 152.5733, 61575.86, 448790.6, nan, nan, nan, 6, nan, 14.34498, nan, 1299, nan, 493.7376, 0.4875, 11887, -91938.75, 493.7376, nan, 11, 446.5898, 62.24924, nan, 11887, 2835, -1.0, 2, 493.7376, nan, 4749, nan, 2836, nan, nan, 1295.338, nan, 0.4543925, nan, 240, 493.7376, nan, 91938.75, 493.7376, 62069.6, 4290, 25.18222, 62078.87, nan, 2835, 1295, 469.5724, nan, 4219733.0, 7.931625, nan, -25.18222, 2836, nan, 2486
t2d_q9_A_09, 0.9191108, 5.385144, 100, 38612, 3.807566, 8, 8, nan, 636.6819, nan, 23.75515, 12.45217, nan, nan, nan, nan, 23.75166, 2.942115, nan, nan, nan, 8, nan, 0.9084755, nan, 9801, nan, 24.90081, 1.0, 87025, -2.200149e-05, 24.90081, nan, 9, 12.44868, 0.00348985, nan, 87025, 100, 2, 4, 24.90085, nan, 38612, nan, 9801, nan, 1, 66.22222, nan, 2.801387, nan, 20, 24.90085, nan, 36.56133, 24.90081, 24.90137, 9, 52779.8, 36.56131, nan, 100, 99, nan, nan, 10920.05, 7135.22, nan, 52779.8, 9801, nan, 100
pesa, 4.530379, 11.33703, 11327, 33914, 16.00549, 6, 6, 183.8834, 33941.04, nan, 20.82886, 11.05533, nan, nan, nan, 16.00549, 33729.43, 33256.49, nan, nan, 183.8834, 7, nan, 4.229349, nan, 11738, nan, 16.00549, 0.9166667, 79566, -33911.0, 22.42774, nan, 10, 11.37241, 0.0007927944, nan, 79566, 11327, 2, 3, 22.42774, nan, 33914, nan, 11738, nan, 1, 4709.566, nan, 2.303529, nan, 12, 16.00549, nan, 33943.0, 16.00549, 33914.01, 13509, 133074.0, 33948.0, nan, 11327, 84, 183.8834, nan, 55917900.0, 232820.3, nan, 133074.0, 11738, nan, 11327
cage6, 1.6019, 0.6129032, 46, 346, 0.09606125, 8, 8, nan, 6.251623, nan, 0.9631575, 0.5480306, nan, nan, nan, nan, 0.8670963, 0.7243366, nan, nan, nan, 8, nan, 1.6019, nan, 93, nan, 0.09606125, 1.0, 785, -0.1666667, 1.0, nan, 13, 0.4519694, 0.09606125, nan, 785, 46, 2, 5, 1.0, nan, 346, nan, 93, nan, 1, 22.18824, nan, 0.1421066, nan, 51, 1.0, nan, 1.319398, 0.6666667, 1.025123, 85, 57.0, 1.0, nan, 46, 8, nan, nan, 1162.177, 10.41002, nan, 57.0, 93, nan, 46
jan99jac080sc, 8.390674, 3.852537, 13495, 104591, -0.6577911, 6, 6, 9.280705, 3266.321, nan, 203.1074, 240.0014, nan, 143508, nan, 59.93886, 171.1125, 1404.744, nan, 0.163326, nan, 12, nan, 8.38811, 209.8619, 27534, nan, 1.0, 0.9230769, 171522, -380.9451, 512.0, nan, 68, 271.9986, -31.99488, 995.2662, 171522, 6771, nan, 2, 512.0, 8687746.0, 39397, nan, 27534, 3110.997, nan, 2344.653, nan, 17.35036, 530.316, 26, 512.0, 1407.519, 541.3237, -1.068887, 512.046, 3269, 106075.8, 533.8, nan, 6771, 57, 9.280705, nan, 13226450.0, 16.00256, nan, 95971.89, 27534, nan, 13495
GT01R, 65.96292, 80.93523, 7614, 212234, 1427.59, 53, 53, 19553.33, 585695.5, nan, 94324.56, 1628.945, nan, nan, nan, 1427.59, 175401.2, 567870.2, nan, nan, 19553.33, 39, nan, 67.92974, nan, 7980, nan, 1427.59, 1.0, 430909, -386969.3, 2842.969, 1, 90, 1214.182, 2789.075, nan, 430909, 7614, 2, 1, 2843.128, nan, 210695, 3, 7980, nan, 1, 4354.824, nan, 107.2721, nan, 39, 1427.59, nan, 390862.7, 1427.59, 195006.5, 199, 645863.1, 197392.6, nan, 7614, 8, 19553.33, nan, 50064960.0, 7.032876, nan, 645863.1, 7980, nan, 7614
olafu, 15.9278, 96158620.0, nan, 499505, 89001.37, 31, 31, 47212500.0, 7.697575e+11, nan, 18519730000.0, 1.62231e+11, nan, nan, nan, 1056670000.0, 3.697286e+11, 5.688792e+11, nan, nan, nan, 21, nan, 15.91356, nan, 16146, nan, 93085.7, 1.0, 515651, -6.325214e+11, 3.234053e+11, 1, 60, 1.611743e+11, 1056670000.0, nan, 515651, 593, 2, 1, 3.234053e+11, nan, nan, 6, 16146, nan, 1, 296.5, nan, 4079855000.0, nan, 74, 3.234053e+11, nan, 1.119787e+12, 29893680.0, 6.931339e+11, 594, 1.552577e+12, 1.263926e+12, nan, 593, 1, 47212500.0, nan, 381051.9, 305.7557, nan, 1.552577e+12, 16146, 47212500.0, nan
extr1b_A_21, 13.33393, 1.702819, 2835, 6759, 6.735773e-08, 5, 5, 0.1716985, 6343.051, nan, 177.4766, -2414.508, nan, nan, nan, 0.04898955, 177.3209, 4112.563, nan, nan, nan, 6, nan, 14.34498, nan, 1485, nan, 0.1391965, 0.525, 14238, -4831.853, 0.1672465, nan, 11, 2414.687, -0.1141926, nan, 14238, 2481, nan, 2, -4829.194, nan, 4643, nan, 2836, nan, nan, 1306.123, nan, 90.66611, nan, 240, -4829.194, nan, 4831.853, -4829.194, 4829.211, 4491, 4829.195, 4843.661, nan, 2481, 4, 0.1716985, nan, 3721367.0, 31017.24, nan, -4829.194, 2836, 0.1058331, 2835
